Internal Reference,Name,aw_mfg_part_no,Product Category,Description,Manufacturer,Company,,,
0018-0000126-00-0501,09 15 000 6202,09 15 000 6202,Connector=CPC/D-Sub/IDC/BNC,TERM SKT 1MM2 #18 AG HAN D,Harting,All World Connect,,,
0018-0000127-00-0501,09 16 042 3001,09 16 042 3001,Connector=CPC/D-Sub/IDC/BNC,CONN MALE 42P SZ:10B HAN DD,Harting,All World Connect,,,
0018-0000128-00-0501,09 16 042 3101,09 16 042 3101,Connector=CPC/D-Sub/IDC/BNC,CONN FEMALE 42P SZ:10B HAN DD,Harting,All World Connect,,,
0018-0000129-00-0501,09 16 072 3001,09 16 072 3001,Connector=CPC/D-Sub/IDC/BNC,CONN MALE 72P SZ:16B HAN DD,Harting,All World Connect,,,
0018-0000130-00-0501,09 16 072 3101,09 16 072 3101,Connector=CPC/D-Sub/IDC/BNC,CONN FEMALE 72P SZ:16B HAN DD,Harting,All World Connect,,,
0018-0000131-00-0501,09 17 014 9622,09 17 014 9622,Connector=CPC/D-Sub/IDC/BNC,IDC 14W DIP SEK 17,Harting,All World Connect,,,
0018-0000132-00-0501,09 18 106 9622,09 18 106 9622,Connector=CPC/D-Sub/IDC/BNC,PCB CONN 6 POS QUICK DIL,Harting,All World Connect,,,
0018-0000133-00-0501,09 18 126 9621,09 18 126 9621,Connector=CPC/D-Sub/IDC/BNC,"CONN,2X13POS,P2.54,PCB",Harting,All World Connect,,,
0018-0000134-00-0501,09 18 514 5911,09 18 514 5911,Connector=CPC/D-Sub/IDC/BNC,SEK 18 MALE CONNECTOR,Harting,All World Connect,,,
0018-0000135-00-0501,09 18 534 6904,09 18 534 6904,Connector=CPC/D-Sub/IDC/BNC,"CONN,MALE,2X17POS,SOLDER",Harting,All World Connect,,,
0018-0000136-00-0501,09 18 134 9622,09 18 134 9622,Connector=CPC/D-Sub/IDC/BNC,CONN 2X17P P2.54 PCB,Harting,All World Connect,,,
0018-0000137-00-0501,09 20 003 0801,09 20 003 0801,Connector=CPC/D-Sub/IDC/BNC,HOUSING BULKHEAD MOUNTING,Harting,All World Connect,,,
0018-0000138-00-0501,09 20 003 1440,09 20 003 1440,Connector=CPC/D-Sub/IDC/BNC,CONN HOOD TOP ENTRY SIZE3,Harting,All World Connect,,,
0018-0000139-00-0501,09 20 003 1640,09 20 003 1640,Connector=CPC/D-Sub/IDC/BNC,CONN HOOD SID ENTRY SIZE3,Harting,All World Connect,,,
0018-0000140-00-0501,09 20 003 2611,09 20 003 2611,Connector=CPC/D-Sub/IDC/BNC,CONNECTOR MALE INSERT,Harting,All World Connect,,,
0018-0000141-00-0501,09 23 148 6921,09 23 148 6921,Connector=CPC/D-Sub/IDC/BNC,CONNECTOR,Harting,All World Connect,,,
0018-0000142-00-0501,09 23 232 6825,09 23 232 6825,Connector=CPC/D-Sub/IDC/BNC,CONNECTOR,Harting,All World Connect,,,
0018-0000143-00-0501,09 30 010 0318,09 30 010 0318,Connector=CPC/D-Sub/IDC/BNC,BASE-POS-E-KON-10P,Harting,All World Connect,,,
0018-0000144-00-0501,09 30 010 1541,09 30 010 1541,Connector=CPC/D-Sub/IDC/BNC,CONN HOOD PG16,Harting,All World Connect,,,
0018-0000145-00-0501,09 30 016 0307,09 30 016 0307,Connector=CPC/D-Sub/IDC/BNC,CN B/BLKHD 12PS 82X35MM P,Harting,All World Connect,,,
0018-0000146-00-0501,09 30 016 0421,09 30 016 0421,Connector=CPC/D-Sub/IDC/BNC,"CONN,HOOD,PG29,W/1IN NPT",Harting,All World Connect,,,
0018-0000147-00-0501,09 30 016 0521,09 30 016 0521,Connector=CPC/D-Sub/IDC/BNC,POWER CONN HOODS 16B PG29,Harting,All World Connect,,,
0018-0000148-00-0501,09 30 016 0541,09 30 016 0541,Connector=CPC/D-Sub/IDC/BNC,CONN HOOD SIDE 1-LVR PG29,Harting,All World Connect,,,
0018-0000149-00-0501,09 30 016 1530,09 30 016 1530,Connector=CPC/D-Sub/IDC/BNC,"CONN HOOD, PG21",Harting,All World Connect,,,
0018-0000150-00-0501,09 30 024 0531,09 30 024 0531,Connector=CPC/D-Sub/IDC/BNC,HOOD PG29 24B SIDE ENT,Harting,All World Connect,,,
0018-0000151-00-0501,09 30 024 1530,09 30 024 1530,Connector=CPC/D-Sub/IDC/BNC,HOOD PG21 24B SIDE ENT,Harting,All World Connect,,,
0018-0000152-00-0501,09 30 516 0421,09 30 516 0421,Connector=CPC/D-Sub/IDC/BNC,CONN HOOD PG29 W/1/N,Harting,All World Connect,,,
0018-0000153-00-0501,09 32 000 6207,09 32 000 6207,Connector=CPC/D-Sub/IDC/BNC,TERM SKT 4MM2 #12 AG HAN C,Harting,All World Connect,,,
0018-0000154-00-0501,09 32 012 3001,09 32 012 3001,Connector=CPC/D-Sub/IDC/BNC,CONN RCPT MALE #8 12/2POS,Harting,All World Connect,,,
0018-0000155-00-0501,09 32 012 3101,09 32 012 3101,Connector=CPC/D-Sub/IDC/BNC,CONN RCPT FEMA #8 12/2POS,Harting,All World Connect,,,
0018-0000156-00-0501,09 32 032 3001,09 32 032 3001,Connector=CPC/D-Sub/IDC/BNC,"HAN 32EE-M-C,MALE INSERT",Harting,All World Connect,,,
0018-0000157-00-0501,09 32 032 3101,09 32 032 3101,Connector=CPC/D-Sub/IDC/BNC,"HAN 32EE-F-C,FEMALE INSER",Harting,All World Connect,,,
0018-0000158-00-0501,09 32 046 3001,09 32 046 3001,Connector=CPC/D-Sub/IDC/BNC,CONN 46P MALE,Harting,All World Connect,,,
0018-0000159-00-0501,09 33 000 9915,09 33 000 9915,Connector=CPC/D-Sub/IDC/BNC,CONN PIN CODING HAN Q,Harting,All World Connect,,,
0018-0000160-00-0501,09 33 010 2601,09 33 010 2601,Connector=CPC/D-Sub/IDC/BNC,CONN RCPT 10P M 0.75~2.5 SCR E,Harting,All World Connect,,,
0018-0000161-00-0501,09 33 010 2701,09 33 010 2701,Connector=CPC/D-Sub/IDC/BNC,CONN PLUG 10P F 0.75~2.5 SCR E,Harting,All World Connect,,,
0018-0000162-00-0501,09 38 006 2701,09 38 006 2701,Connector=CPC/D-Sub/IDC/BNC,"INSERT FEMALE,4/2 CONTACT",Harting,All World Connect,,,
0018-0000163-00-0501,09 56 200 5601,09 56 200 5601,Connector=CPC/D-Sub/IDC/BNC,"CONN,HD,D-SUB,26POS,MALE",Harting,All World Connect,,,
0018-0000164-00-0501,09 56 300 4704,09 56 300 4704,Connector=CPC/D-Sub/IDC/BNC,D-SUB RCPT 44P SOLDER,Harting,All World Connect,,,
0018-0000165-00-0501,09 66 153 7612,09 66 153 7612,Connector=CPC/D-Sub/IDC/BNC,D-SUB RCPT 9P SOLDER,Harting,All World Connect,,,
0018-0000166-00-0501,09 66 318 6502,09 66 318 6502,Connector=CPC/D-Sub/IDC/BNC,D-SUB RCPT 25P #4-40UNC,Harting,All World Connect,,,
0018-0000167-00-0501,09 66 328 6702,09 66 328 6702,Connector=CPC/D-Sub/IDC/BNC,D-SUB PLUG 25P #4-40UNC,Harting,All World Connect,,,
0018-0000168-00-0501,09 66 353 7612,09 66 353 7612,Connector=CPC/D-Sub/IDC/BNC,D-SUB RCPT 25P SOLDER,Harting,All World Connect,,,
0018-0000169-00-0501,09 66 422 6802,09 66 422 6802,Connector=CPC/D-Sub/IDC/BNC,D-SUB PLUG 37P 90DEG,Harting,All World Connect,,,
0018-0000170-00-0501,09 67 009 4701,09 67 009 4701,Connector=CPC/D-Sub/IDC/BNC,D-SUB RCPT 9P CRIMP,Harting,All World Connect,,,
0018-0000171-00-0501,09 67 009 5601,09 67 009 5601,Connector=CPC/D-Sub/IDC/BNC,D-SUB PLUG 9P,Harting,All World Connect,,,
0018-0000172-00-0501,09 67 009 5604,09 67 009 5604,Connector=CPC/D-Sub/IDC/BNC,"D-SUB PLUG 9P SOLDER,PL3",Harting,All World Connect,,,
0018-0000173-00-0501,09 67 015 4754,09 67 015 4754,Connector=CPC/D-Sub/IDC/BNC,D-SUB RCPT 15P SOLDER,Harting,All World Connect,,,
0018-0000174-00-0501,09 67 025 4754,09 67 025 4754,Connector=CPC/D-Sub/IDC/BNC,D-SUB RCPT 25P SOLDER,Harting,All World Connect,,,
0018-0000445-00-0501,19 14 001 0501,19 14 001 0501,Connector=CPC/D-Sub/IDC/BNC,"HOOD,SIDE ENTRY, M 25",Harting,All World Connect,,,
0018-0000462-00-0501,19 30 024 0428,19 30 024 0428,Connector=CPC/D-Sub/IDC/BNC,"CONN HOOD,HAN 24B,METAL",Harting,All World Connect,,,
0018-0000987-00-0501,60 03 068 5210,60 03 068 5210,Connector=CPC/D-Sub/IDC/BNC,"CONNECTOR,68POS MALE",Harting,All World Connect,,,
0018-0000988-00-0501,60 04 050 5343,60 04 050 5343,Connector=CPC/D-Sub/IDC/BNC,D-SUB RCPT 50P IDC,Harting,All World Connect,,,
0018-0001092-00-0501,73 00 000 5315,73 00 000 5315,Connector=CPC/D-Sub/IDC/BNC,PG29 TO 1' ADAPTER,Harting,All World Connect,,,
0018-0002135-00-0501,09 30 016 0540,09 30 016 0540,Connector=CPC/D-Sub/IDC/BNC,"HOOD SIDE ENTRY,16 CKT,HA",Harting,All World Connect,,,
0018-0002136-00-0501,09 30 000 9901,09 30 000 9901,Connector=CPC/D-Sub/IDC/BNC,POWER CONNECTORS HAN CODI,Harting,All World Connect,,,
0018-0002137-00-0501,73 00 000 5314,73 00 000 5314,Connector=CPC/D-Sub/IDC/BNC,POWER CONNECTORS,Harting,All World Connect,,,
0018-0002215-00-0501,09 14 016 0303,09 14 016 0303,Connector=CPC/D-Sub/IDC/BNC,HINGE FRAME 4 MODULE 16B A-D,Harting,All World Connect,,,
0018-0002271-00-0501,09 56 400 4715050,09 56 400 4715050,Connector=CPC/D-Sub/IDC/BNC,"D-SUB,62 POS,RCPT,SOLDER",Harting,All World Connect,,,
0018-0002274-00-0501,09 66 118 6500,09 66 118 6500,Connector=CPC/D-Sub/IDC/BNC,"D-SUB IDC,9 POS,FEMALE,",Harting,All World Connect,,,
0018-0002275-00-0501,09 66 128 6700,09 66 128 6700,Connector=CPC/D-Sub/IDC/BNC,"D-SUB IDC,9 POS,MALE,",Harting,All World Connect,,,
0018-0002299-00-0501,19 62 003 1440,19 62 003 1440,Connector=CPC/D-Sub/IDC/BNC,HAN 3EMC-HTE-2 PEGS-M20,Harting,All World Connect,,,
0018-0002300-00-0501,09 38 006 2611,09 38 006 2611,Connector=CPC/D-Sub/IDC/BNC,HAN K 4/0 PIN MALE INSERT,Harting,All World Connect,,,
0018-0002331-00-0501,09 67 015 5601,09 67 015 5601,Connector=CPC/D-Sub/IDC/BNC,D-SUB 15W PLUG,Harting,All World Connect,,,
0018-0002338-00-0501,09 56 100 4704,09 56 100 4704,Connector=CPC/D-Sub/IDC/BNC,D-SUB 15W SKT SOLDER,Harting,All World Connect,,,
0018-0002343-00-0501,09 56 100 4701,09 56 100 4701,Connector=CPC/D-Sub/IDC/BNC,D-SUB 15W SKT CRIMP CONTACT,Harting,All World Connect,,,
0018-0002358-00-0501,09 32 010 3101,09 32 010 3101,Connector=CPC/D-Sub/IDC/BNC,CONN PLUG FEMALE 10P 6B HAN EE,Harting,All World Connect,,,
0018-0002359-00-0501,09 14 002 2701,09 14 002 2701,Connector=CPC/D-Sub/IDC/BNC,MODULE FEMALE 2P 5~8MM2 40A,Harting,All World Connect,,,
0018-0002388-00-0501,09 56 151 7500,09 56 151 7500,Connector=CPC/D-Sub/IDC/BNC,CONN DSUB HD RCPT 15POS VERT S,Harting,All World Connect,,,
0018-0002389-00-0501,09 56 100 5615,09 56 100 5615,Connector=CPC/D-Sub/IDC/BNC,D SUB HD MA 15P SOLDER CUP S4,Harting,All World Connect,,,
0018-0002396-00-0501,09 14 002 2751,09 14 002 2751,Connector=CPC/D-Sub/IDC/BNC,"HAN-QUINTAX MODULE, RCPT,2 POS",Harting,All World Connect,,,
0018-0002397-00-0501,73 00 000 5325,73 00 000 5325,Connector=CPC/D-Sub/IDC/BNC,"POWER CONN,ADAPTER PG29-1""NPT",Harting,All World Connect,,,
0018-0002398-00-0501,09 14 003 2702,09 14 003 2702,Connector=CPC/D-Sub/IDC/BNC,HAN C AXIAL MODULE FEMA 3 POS,Harting,All World Connect,,,
0018-0002403-00-0501,09 38 012 2651,09 38 012 2651,Connector=CPC/D-Sub/IDC/BNC,"HAN K 6+6P MALE,12 POS, SCREW",Harting,All World Connect,,,
0018-0002426-00-0501,09 20 004 2611,09 20 004 2611,Connector=CPC/D-Sub/IDC/BNC,"HAN 4A-STI-S, 4P MALE SCREW",Harting,All World Connect,,,
0018-0002457-00-0501,09 14 002 2741,09 14 002 2741,Connector=CPC/D-Sub/IDC/BNC,MODULE FEMALE 2P 70A,Harting,All World Connect,,,
0018-0002463-00-0501,09 67 009 5615,09 67 009 5615,Connector=CPC/D-Sub/IDC/BNC,"D-SUB PLUG 9P SOLDER,PL2",Harting,All World Connect,,,
0018-0002464-00-0501,09 67 015 4701,09 67 015 4701,Connector=CPC/D-Sub/IDC/BNC,D-SUB RCPT 15P CRIMP,Harting,All World Connect,,,
0018-0002479-00-0501,09 14 002 2601,09 14 002 2601,Connector=CPC/D-Sub/IDC/BNC,CONN 2P 40A MALE 2.5-8MM² HAN,Harting,All World Connect,,,
0018-0002492-00-0501,09 18 514 6813,09 18 514 6813,Connector=CPC/D-Sub/IDC/BNC,"IDC 14W FEMALE SEK 18,GRY",Harting,All World Connect,,,
0018-0002510-00-0501,09 32 010 3001,09 32 010 3001,Connector=CPC/D-Sub/IDC/BNC,HAN EE 10 POS. INSERT MALE CON,Harting,All World Connect,,,
0018-0002511-00-0501,09 14 002 3051,09 14 002 3051,Connector=CPC/D-Sub/IDC/BNC,HAN 100A MALE CRIMP MODULE,Harting,All World Connect,,,
0018-0002512-00-0501,09 14 002 3141,09 14 002 3141,Connector=CPC/D-Sub/IDC/BNC,HAN 70A FEMALE CRIMP MODULE,Harting,All World Connect,,,
0018-0002529-00-0501,09 12 021 3001,09 12 021 3001,Connector=CPC/D-Sub/IDC/BNC,HAN Q HIGH DENSITY -M,Harting,All World Connect,,,
0018-0002531-00-0501,09 12 021 3101,09 12 021 3101,Connector=CPC/D-Sub/IDC/BNC,"HAN Q HIGH DENSITY -F, 21 POS",Harting,All World Connect,,,
0018-0002542-00-0501,21 03 821 1805,21 03 821 1805,Connector=CPC/D-Sub/IDC/BNC,M12 CRIMP SLIM 8POL MALE A-COD,Harting,All World Connect,,,
0018-0002543-00-0501,09 32 018 3001,09 32 018 3001,Connector=CPC/D-Sub/IDC/BNC,HAN EE 18 POS. INSERT MALE CON,Harting,All World Connect,,,
0018-0002547-00-0501,09 67 025 5601,09 67 025 5601,Connector=CPC/D-Sub/IDC/BNC,D-SUB MALE 25P CRIMP,Harting,All World Connect,,,
0020-0000519-00-0501,09 11 000 6221,09 11 000 6221,Contact Terminal,TERM SKT 35MM2 AG HAN TC200,Harting,All World Connect,,,
0020-0000520-00-0501,09 15 000 6101,09 15 000 6101,Contact Terminal,TERM PIN 1.5MM2  #16 AG HAN D,Harting,All World Connect,,,
0020-0000521-00-0501,09 15 000 6102,09 15 000 6102,Contact Terminal,TERM PIN 1MM2 #18 AG HAN D,Harting,All World Connect,,,
0020-0000522-00-0501,09 15 000 6103,09 15 000 6103,Contact Terminal,TERM PIN 0.5MM2 #20 AG HAN D,Harting,All World Connect,,,
0020-0000523-00-0501,09 15 000 6104,09 15 000 6104,Contact Terminal,TERM PIN #26~22 AG HAN D,Harting,All World Connect,,,
0020-0000524-00-0501,09 15 000 6105,09 15 000 6105,Contact Terminal,TERM PIN 0.75MM2 #18 AG HAN D,Harting,All World Connect,,,
0020-0000525-00-0501,09 15 000 6201,09 15 000 6201,Contact Terminal,TERM SKT 1.5MM2 #16 AG HAN D,Harting,All World Connect,,,
0020-0000526-00-0501,09 15 000 6204,09 15 000 6204,Contact Terminal,TERM SKT #26~22 AG HAN D,Harting,All World Connect,,,
0020-0000527-00-0501,09 15 000 6205,09 15 000 6205,Contact Terminal,TERM SKT 0.75MM2 #18 AG HAN D,Harting,All World Connect,,,
0020-0000528-00-0501,09 32 000 6108,09 32 000 6108,Contact Terminal,TERM PIN 6MM2 #10 AG HAN C,Harting,All World Connect,,,
0020-0000529-00-0501,09 32 000 6208,09 32 000 6208,Contact Terminal,TERM SKT 6MM2 #10 AG HAN C,Harting,All World Connect,,,
0020-0000530-00-0501,09 33 000 6102,09 33 000 6102,Contact Terminal,TERM PIN 2.5MM2 #14 AG HAN E,Harting,All World Connect,,,
0020-0000531-00-0501,09 33 000 6104,09 33 000 6104,Contact Terminal,TERM PIN 1.5MM2 #16 AG HAN E,Harting,All World Connect,,,
0020-0000532-00-0501,09 33 000 6105,09 33 000 6105,Contact Terminal,TERM PIN 1MM2 #18 AG HAN E,Harting,All World Connect,,,
0020-0000533-00-0501,09 33 000 6121,09 33 000 6121,Contact Terminal,TERM PIN 0.5MM2 #20 AG HAN E,Harting,All World Connect,,,
0020-0000534-00-0501,09 33 000 6202,09 33 000 6202,Contact Terminal,TERM SKT 2.5MM2 #14 AG HAN E,Harting,All World Connect,,,
0020-0000535-00-0501,09 33 000 6204,09 33 000 6204,Contact Terminal,TERM SKT 1.5MM2 #16 AG HAN E,Harting,All World Connect,,,
0020-0000536-00-0501,09 33 000 6206,09 33 000 6206,Contact Terminal,TERM SKT 3MM2 #12 AG HAN E,Harting,All World Connect,,,
0020-0000537-00-0501,09 33 000 6220,09 33 000 6220,Contact Terminal,TERM SKT 0.5MM2 #20 AG HAN E,Harting,All World Connect,,,
0020-0000538-00-0501,09 33 000 6227,09 33 000 6227,Contact Terminal,TERM SKT #26-22 AG HAN E,Harting,All World Connect,,,
0020-0000539-00-0501,09 67 000 8178,09 67 000 8178,Contact Terminal,TERM PIN #24~20 DSUB,Harting,All World Connect,,,
0020-0000539-01-0501,09 67 000 8176,09 67 000 8176,Contact Terminal,TERM PIN #24~20 DSUB,Harting,All World Connect,,,
0020-0000540-00-0501,09 67 000 8278,09 67 000 8278,Contact Terminal,TERM SKT #24~20 DSUB,Harting,All World Connect,,,
0020-0000541-00-0501,09 69 281 2550,09 69 281 2550,Contact Terminal,TERM MALE #24~20 HI VOLT DSUB,Harting,All World Connect,,,
0020-0001056-00-0501,09 32 000 6109,09 32 000 6109,Contact Terminal,TERM PIN 10MM2 #8 AG HAN C,Harting,All World Connect,,,
0020-0001062-00-0501,09 33 000 6107,09 33 000 6107,Contact Terminal,TERM PIN 4MM2 #12 AG HAN E,Harting,All World Connect,,,
0020-0001063-00-0501,09 32 000 6107,09 32 000 6107,Contact Terminal,TERM PIN 4MM2 #12 AG HAN C,Harting,All World Connect,,,
0020-0001072-00-0501,09 15 000 6206,09 15 000 6206,Contact Terminal,TERM SKT 2.5MM2 #14 AG HAN D,Harting,All World Connect,,,
0020-0001073-00-0501,09 32 000 6205,09 32 000 6205,Contact Terminal,TERM SKT 2.5MM2 #14 AG HAN C,Harting,All World Connect,,,
0020-0001074-00-0501,09 33 000 6207,09 33 000 6207,Contact Terminal,TERM SKT 4MM2 #12 AG HAN E,Harting,All World Connect,,,
0020-0001109-00-0501,09 15 000 6191,09 15 000 6191,Contact Terminal,TERM PIN PCB CONT AG HAN D,Harting,All World Connect,,,
0020-0001113-00-0501,09 15 000 6203,09 15 000 6203,Contact Terminal,TERM SKT 0.5MM2 #20 AG HAN D,Harting,All World Connect,,,
0020-0001145-00-0501,09 67 000 7178,09 67 000 7178,Contact Terminal,TERM PIN #28~24 PDNI DSUB,Harting,All World Connect,,,
0020-0001146-00-0501,09 67 000 7278,09 67 000 7278,Contact Terminal,TERM SKT #28~24 PDNI DSUB,Harting,All World Connect,,,
0020-0001171-00-0501,09 67 000 7167,09 67 000 7167,Contact Terminal,TERM PIN #28~24 PDNI DSUB,Harting,All World Connect,,,
0020-0001194-00-0501,09 32 000 6105,09 32 000 6105,Contact Terminal,TERM PIN 2.5MM2 #14 AG HAN C,Harting,All World Connect,,,
0020-0001235-00-0501,09 11 000 6133,09 11 000 6133,Contact Terminal,TERMINAL MALE 25MM2 HAN TC70,Harting,All World Connect,,,
0020-0001236-00-0501,09 11 000 6231,09 11 000 6231,Contact Terminal,TERMINAL FEMALE 10MM2 HAN TC70,Harting,All World Connect,,,
0020-0001238-00-0501,09 32 000 6209,09 32 000 6209,Contact Terminal,TERM SKT 10MM2 #8 AG PWR CRIMP,Harting,All World Connect,,,
0020-0001242-00-0501,09 33 000 6262,09 33 000 6262,Contact Terminal,HAN E FEMALE CONTACT 20 AWG,Harting,All World Connect,,,
0020-0001243-00-0501,09 33 000 6272,09 33 000 6272,Contact Terminal,HAN E FEMALE CONTACT 20 AWG,Harting,All World Connect,,,
0020-0001244-00-0501,09 67 000 7267,09 67 000 7267,Contact Terminal,TERM FEMALE #28~24 PDNI DSUB,Harting,All World Connect,,,
0020-0001260-00-0501,09 32 200 6229,09 32 200 6229,Contact Terminal,HAN C F CRIMP CONTACT 4 MM2 AU,Harting,All World Connect,,,
0020-0001264-00-0501,09 11 000 6131,09 11 000 6131,Contact Terminal,TERMINAL MALE 10MM2 HAN TC70,Harting,All World Connect,,,
0020-0001265-00-0501,09 11 000 6233,09 11 000 6233,Contact Terminal,TERMINAL FEMA 25MM2 HAN TC70,Harting,All World Connect,,,
0020-0001266-00-0501,09 11 000 6125,09 11 000 6125,Contact Terminal,TERMINAL MALE 25MM2 HAN TC100,Harting,All World Connect,,,
0020-0001269-00-0501,09 15 000 6202,09 15 000 6202,Contact Terminal,HAN D FEMALE CONTACT-C 1MM² AG,Harting,All World Connect,,,
0020-0001270-00-0501,09 15 000 6223,09 15 000 6223,Contact Terminal,HAN D F CRIMP CONTACT AU AWG20,Harting,All World Connect,,,
0020-0001272-00-0501,09 67 000 8276,09 67 000 8276,Contact Terminal,TERM SKT #24~20 DSUB,Harting,All World Connect,,,
0020-0001277-00-0501,21 01 100 9020,21 01 100 9020,Contact Terminal,TERMINAL M12 MALE AWG 26-22,Harting,All World Connect,,,
0020-0001282-00-0501,09 33 000 6114,09 33 000 6114,Contact Terminal,TERM PIN 0.75MM2 #18 AG HAN E,Harting,All World Connect,,,
0020-0001289-00-0501,09 67 000 5576,09 67 000 5576,Contact Terminal,"TERMINAL PIN D-SUB, AWG 22-26",Harting,All World Connect,,,
0024-0000597-00-0501,09 47 474 7015 YEL (L=5M),09 47 474 7015 YEL (L=5M),Customize Cable with connector,CAT5E RJ45 4PR MOLDED PATCH 5M,Harting,All World Connect,,,
0024-0000823-00-0501,09 47 474 7017 YEL (L=7M),09 47 474 7017 YEL (L=7M),Customize Cable with connector,CAT5E RJ45 4PR MOLDED PATCH 7M,Harting,All World Connect,,,
0024-0000868-00-0501,09 47 474 7021 YEL (L=10M),09 47 474 7021 YEL (L=10M),Customize Cable with connector,CAT5E RJ45 4PR MOLDED PATCH 10,Harting,All World Connect,,,
0024-0001008-00-0501,09 47 474 7010 YEL (L=1.5M),09 47 474 7010 YEL (L=1.5M),Customize Cable with connector,CAT5E RJ45 4PR MOLDED PATCH,Harting,All World Connect,,,
0024-0001048-00-0501,21 03 383 6460,21 03 383 6460,Customize Cable with connector,M12 PFT FEMALE 4-POLE D-CODE P,Harting,All World Connect,,,
0024-0001052-00-0501,09 47 474 7009 YEL (L=1M),09 47 474 7009 YEL (L=1M),Customize Cable with connector,CAT5E RJ45 4PR MOLDED PATCH 1M,Harting,All World Connect,,,
0024-0001096-00-0501,09 48 844 7745 075 YEL (L=7.5M,09 48 844 7745 075 YEL (L=7.5M,Customize Cable with connector,VB RJ45 UAD - DB RJ45 CAT.6A P,Harting,All World Connect,,,
0024-0001136-00-0501,21 35 515 2564 005,21 35 515 2564 005,Customize Cable with connector,M12 A-COD 5-POL ST/ST M/F PVC,Harting,All World Connect,,,
0024-0001157-00-0501,09 47 474 7004 YEL (L=0.5M),09 47 474 7004 YEL (L=0.5M),Customize Cable with connector,CAT5E RJ45 4PR MOLD PATCH 0.5M,Harting,All World Connect,,,
0024-0001176-00-0501,09 47 474 7020 YEL (L=9M),09 47 474 7020 YEL (L=9M),Customize Cable with connector,CAT5E RJ45 4PR MOLDED PATCH 9M,Harting,All World Connect,,,
0039-0000024-00-0501,09 14 000 9908,09 14 000 9908,Handle and Rod,GUIDE PIN,Harting,All World Connect,,,
0039-0000025-00-0501,09 14 000 9909,09 14 000 9909,Handle and Rod,GUIDE BUSH,Harting,All World Connect,,,
0039-0000026-00-0501,09 14 000 9960,09 14 000 9960,Handle and Rod,LOCKING ELEMENT 20/BLOCK,Harting,All World Connect,,,
0039-0000027-00-0501,09 33 000 9908,09 33 000 9908,Handle and Rod,HAN CODING SYSTEM GUIDE PIN,Harting,All World Connect,,,
0039-0000037-00-0501,09 33 000 9909,09 33 000 9909,Handle and Rod,HAN CODING SYSTEM BUSHING,Harting,All World Connect,,,
0065-0000041-00-0501,09 33 000 9954,09 33 000 9954,Handle and Rod,"HAN E CODING  PIN,16A SIZE 6B",Harting,All World Connect,,,
0065-0000045-00-0501,09 12 000 9924,09 12 000 9924,Handle and Rod,CONN CODING PIN 20/ HAN Q12,Harting,All World Connect,,,
0065-0000046-00-0501,09 12 000 9927,09 12 000 9927,Handle and Rod,CODING PIN 6/2 (20 PINS PER FR,Harting,All World Connect,,,
0065-0000047-00-0501,09 14 000 9971,09 14 000 9971,Handle and Rod,"KEYING PIN, RED, HARTING",Harting,All World Connect,,,
0065-0000048-00-0501,09 14 000 9972,09 14 000 9972,Handle and Rod,"KEYING PIN, BLU, HARTING",Harting,All World Connect,,,
0040-0000007-00-0501,09 18 506 6324,09 18 506 6324,Header,"HEADER,MALE,2X3POS,STRAIG",Harting,All World Connect,,,
0040-0000008-00-0501,09 18 506 6329,09 18 506 6329,Header,"HEADER,MALE,6POS,STRAIGHT",Harting,All World Connect,,,
0040-0000009-00-0501,09 18 510 6324,09 18 510 6324,Header,"HEADER,MALE,2X5POS,STRAIG",Harting,All World Connect,,,
0040-0000010-00-0501,09 18 510 6329,09 18 510 6329,Header,"HEADER,MALE,10POS,STRAIGH",Harting,All World Connect,,,
0040-0000011-00-0501,09 18 514 6324,09 18 514 6324,Header,"HEADER,MALE,2X7POS,STRAIG",Harting,All World Connect,,,
0040-0000012-00-0501,09 18 514 6329,09 18 514 6329,Header,"HEADER,MALE,14POS,STRAIGH",Harting,All World Connect,,,
0040-0000013-00-0501,09 18 520 6324,09 18 520 6324,Header,"HEADER,MALE,2X10POS,STRAI",Harting,All World Connect,,,
0040-0000014-00-0501,09 18 520 6329,09 18 520 6329,Header,"HEADER,MALE,20POS,STRAIGH",Harting,All World Connect,,,
0040-0000015-00-0501,09 18 526 6324,09 18 526 6324,Header,"HEADER,MALE,2X13POS,STRAI",Harting,All World Connect,,,
0040-0000016-00-0501,09 18 526 6329,09 18 526 6329,Header,"HEADER,MALE,26POS,STRAIGH",Harting,All World Connect,,,
0040-0000017-00-0501,09 18 540 7324,09 18 540 7324,Header,CONN MALE 2X20POS STRAIG,Harting,All World Connect,,,
0044-0000479-00-0501,09 12 005 3001,09 12 005 3001,Housing,CONN PLUG INSERT HAN Q5/0,Harting,All World Connect,,,
